Id,SalePrice
1461,115161.70418803419
1462,221489.82
1463,192590.68309523814
1464,190952.29420634918
1465,166445.962348892
1466,186838.12977598284
1467,190554.37478070176
1468,175381.79632911243
1469,175437.66806964207
1470,136896.47539792926
1471,268276.705
1472,109310.18333333332
1473,106619.80293040292
1474,141949.05356536477
1475,97246.93416666667
1476,327512.43
1477,251654.30166666664
1478,276971.70166666666
1479,273312.36174603173
1480,406335.92
1481,311139.13
1482,203962.7618495475
1483,202559.49805345468
1484,180158.3913372336
1485,206698.09833333333
1486,180436.31480555556
1487,292323.9583333334
1488,224089.61666666664
1489,223560.00692307693
1490,239513.30035714284
1491,196167.11019896768
1492,103507.1102960928
1493,199088.36666666667
1494,388343.93
1495,272218.38
1496,257107.47134615385
1497,204160.47027777776
1498,160460.15682086305
1499,163007.10969693144
1500,163249.69469693146
1501,189855.0130768486
1502,181732.37515224543
1503,303220.1116666667
1504,228913.53083333332
1505,217377.9593449883
1506,169596.4748028627
1507,259644.95
1508,202767.88061967416
1509,175524.92063492068
1510,160564.00320346322
1511,153827.08836601305
1512,165405.63846629075
1513,169594.45395437896
1514,145269.61004652438
1515,154603.47883050816
1516,140892.2255312068
1517,152559.08762820513
1518,139672.62181635798
1519,250390.8566666667
1520,138110.33616332497
1521,136393.8790499533
1522,167201.1006515383
1523,113728.58421217896
1524,123300.89764790767
1525,134364.1023544266
1526,124899.6475296925
1527,152315.18968620634
1528,127337.92209650225
1529,145314.36504139137
1530,158609.77763157894
1531,98986.49422268909
1532,92131.0
1533,151119.5
1534,121610.64904774533
1535,139907.04376789878
1536,145135.8875
1537,107952.12577030812
1538,140919.15250915752
1539,165366.60662220826
1540,99766.50666666665
1541,144575.50010883925
1542,174939.06
1543,150581.6422857143
1544,94992.29411764705
1545,112723.53679163972
1546,153194.4227275441
1547,180970.25
1548,148536.01294871795
1549,133503.41438410588
1550,139418.9085714286
1551,103378.11111111112
1552,221631.95
1553,117085.5
1554,111580.9455
1555,141370.58566782376
1556,132730.3883968254
1557,95418.57692307692
1558,116474.85712426688
1559,101704.3073992674
1560,117011.00571428571
1561,123574.20535714286
1562,129525.15250582753
1563,129552.67463730712
1564,148835.14266789038
1565,170337.2354706697
1566,221558.52047619046
1567,94010.81349206349
1568,243019.38
1569,149346.20606060605
1570,131195.5576923077
1571,111415.2
1572,127899.02636186106
1573,222739.56714285712
1574,133568.81544474713
1575,210650.52047619046
1576,286902.46
1577,201673.75554304026
1578,132730.4183982684
1579,181174.56881318684
1580,203013.39861471867
1581,142280.20918803418
1582,136107.56489292614
1583,345039.99
1584,236608.31666666665
1585,142176.13808361907
1586,103889.15792106585
1587,116621.23184484044
1588,140378.28215240643
1589,113832.08891774893
1590,126948.12372477593
1591,83833.33974358975
1592,100849.87431975867
1593,123725.33353868355
1594,128127.40171319102
1595,103128.59775641026
1596,192621.5
1597,149436.91829365082
1598,215195.56076587306
1599,150040.56761493464
1600,146909.58972243973
1601,94533.53291316525
1602,119185.63746031745
1603,96207.0335897436
1604,249883.1575
1605,279606.83
1606,169264.02738095238
1607,175774.29222222223
1608,247226.211984127
1609,200673.98342891262
1610,191427.42772826884
1611,134917.4463538972
1612,211702.56226984123
1613,210339.75194017094
1614,102960.78263477697
1615,91927.06724358976
1616,93354.60724358977
1617,105366.25857142857
1618,125423.626363624
1619,182288.19
1620,233393.41
1621,171403.36230313763
1622,175931.88611111112
1623,246556.98
1624,234459.64
1625,115074.59337662335
1626,183942.39666666664
1627,196318.74396825393
1628,278188.13
1629,177040.15135320355
1630,290718.86
1631,211277.08535504199
1632,224582.78303849747
1633,175943.8002807719
1634,198539.1975
1635,204286.5053387534
1636,171781.68945933372
1637,189288.2841719684
1638,188577.40208333332
1639,172846.42047709555
1640,194634.83106060608
1641,175627.60634186433
1642,230146.4932142857
1643,200356.00222222225
1644,211330.06396270398
1645,198545.17101953604
1646,152466.63312467217
1647,142591.57225181314
1648,138098.37029897264
1649,143968.02465834818
1650,139591.39923331016
1651,136833.38116180588
1652,96898.82503770739
1653,107007.78666666667
1654,138000.78002640375
1655,180028.09263951733
1656,142041.49679365612
1657,145740.53220172843
1658,141560.32862966324
1659,103209.68293040292
1660,160538.01573975047
1661,384736.67
1662,337681.65
1663,332371.97
1664,409240.67
1665,267178.7717460317
1666,356700.9
1667,350765.7
1668,309604.38
1669,294377.51
1670,320742.91
1671,274345.5306060606
1672,397477.14
1673,324172.92
1674,243133.15333333332
1675,219580.0262970085
1676,266827.13
1677,224174.9069047619
1678,400796.02
1679,376873.94
1680,282037.89692307694
1681,225028.26274847373
1682,323334.86
1683,186958.92945487492
1684,185347.04801587298
1685,182210.23024206347
1686,165975.56592217722
1687,171116.33296331155
1688,182438.57187698412
1689,187802.45019047617
1690,193232.0833333333
1691,191924.9146825397
1692,278936.68
1693,194167.84250604658
1694,212729.64134920633
1695,177642.58039260452
1696,281741.93666666665
1697,177234.40832911246
1698,356534.1
1699,347827.0
1700,234487.98
1701,247168.1790909091
1702,248646.89555555553
1703,245364.39055555552
1704,303929.66
1705,205388.40817460316
1706,411805.32
1707,202604.22396825397
1708,210095.11245923518
1709,255647.0973809524
1710,209478.3220238095
1711,316514.65
1712,236219.25735209233
1713,292407.3833333333
1714,234374.47393939394
1715,224233.45571428572
1716,179062.54627588787
1717,169741.62882595987
1718,117204.45714285715
1719,192992.66598901097
1720,292718.46
1721,166652.28388303073
1722,115791.0
1723,205388.41025
1724,212495.55666666664
1725,245404.08
1726,204663.2169047619
1727,171571.11020604393
1728,216094.33125
1729,172324.89623332
1730,180188.93
1731,164422.25
1732,142342.17558732393
1733,120737.47065989565
1734,130269.37832042367
1735,127645.54187673834
1736,136753.82929292927
1737,308709.77
1738,217337.13
1739,269787.25
1740,236727.22166666668
1741,250562.65
1742,168578.35791811848
1743,188044.94851335656
1744,214404.3
1745,173347.27849292237
1746,166114.63852459018
1747,176519.51189473685
1748,190464.01666666663
1749,165801.0869047619
1750,129232.0077008956
1751,209433.51166666663
1752,132974.99963203463
1753,167270.2425685426
1754,203868.6051566416
1755,159883.55009817344
1756,162304.05739130435
1757,119769.27229615382
1758,161959.37466666667
1759,159702.794011544
1760,163883.6504123946
1761,161091.44117529553
1762,172045.92036630036
1763,160808.0360947824
1764,125278.16823870571
1765,177881.9776507657
1766,171709.21785714282
1767,217510.86
1768,135326.78940058482
1769,152638.36091194776
1770,136325.03108458535
1771,134186.64692513368
1772,132947.73055555555
1773,149546.41666666666
1774,146458.5595356562
1775,132559.5937637655
1776,125870.93856754358
1777,116783.2954148629
1778,120490.42082525317
1779,117178.6538598656
1780,177981.12083333332
1781,121473.12015946697
1782,105720.74276190477
1783,181120.62666666668
1784,112784.93349206349
1785,114869.99371174803
1786,151127.04
1787,163402.7027913266
1788,92562.41025641024
1789,106657.5
1790,92297.65079365078
1791,188397.6273846154
1792,155240.90811794414
1793,153476.1477272727
1794,142229.04946739218
1795,116979.73681457432
1796,116129.1607872683
1797,141558.09319388214
1798,122609.91493341853
1799,124551.15173076923
1800,136063.77923507523
1801,140311.29391425566
1802,143874.98666666666
1803,162818.41373015873
1804,143034.05578213683
1805,136173.91805555555
1806,102658.99492063493
1807,126296.31857142858
1808,136822.63904761904
1809,114903.52083333334
1810,163697.63461538462
1811,111648.34
1812,81176.5
1813,141867.04428571428
1814,103678.50099206349
1815,91287.49719887957
1816,103254.87378618114
1817,161683.98487727958
1818,145509.1667948718
1819,112737.74861111112
1820,68498.83333333334
1821,100692.3
1822,165067.33744249213
1823,78546.44444444444
1824,103064.19019338506
1825,136525.58
1826,116562.50221694974
1827,110932.81522875818
1828,149907.22303030302
1829,136790.95
1830,145573.85831501833
1831,139143.22558608057
1832,97726.6264102564
1833,172706.75461538465
1834,120693.35913636364
1835,119064.23
1836,104772.4559668534
1837,92561.5
1838,175153.6666666667
1839,104048.99545528981
1840,155255.6
1841,122963.5
1842,125781.59426286357
1843,154618.7327066229
1844,148168.5105194189
1845,122008.28
1846,153530.43289473685
1847,156243.43333333335
1848,85796.57692307692
1849,130728.89004889918
1850,124239.75026223769
1851,143499.01658204765
1852,123728.07544844267
1853,114628.62981626217
1854,149881.16258077417
1855,166903.5784596551
1856,204524.35023809527
1857,115871.60416666669
1858,140947.95864163258
1859,144057.16154807858
1860,180180.94302642797
1861,145007.66154807858
1862,329576.55
1863,322221.92
1864,325131.92
1865,337574.85
1866,310373.36
1867,245382.98666666663
1868,261766.28
1869,225903.66616650016
1870,299640.54
1871,245016.1403174603
1872,187366.65050793652
1873,217350.35023809527
1874,152572.3189297788
1875,219464.7242717087
1876,209320.91341325344
1877,223240.68742857143
1878,228604.88055555557
1879,124415.2635820878
1880,145420.5183661196
1881,311173.93
1882,223661.0804166667
1883,192290.18727272731
1884,199154.52785714285
1885,253126.745
1886,246179.11203463204
1887,222073.46399999998
1888,311814.8
1889,191104.70225396822
1890,143835.48450449875
1891,145028.91388204636
1892,116792.58908314133
1893,144914.23333333334
1894,137038.18615763547
1895,120499.32571863005
1896,126740.64089245947
1897,138578.04928571428
1898,125587.10150793652
1899,129156.38840159841
1900,129201.28892907094
1901,149796.92777777778
1902,125229.32463286712
1903,124880.51536967419
1904,132852.411505439
1905,191790.53333333335
1906,132800.01639426107
1907,169815.8933041885
1908,111452.22609756097
1909,146579.72937762385
1910,135225.5293165085
1911,194293.1009973652
1912,198729.33956043958
1913,198888.853
1914,88772.21988795519
1915,289836.4775
1916,93623.47222222222
1917,245930.62
1918,128143.16424048172
1919,153188.13792853532
1920,172880.37419047617
1921,375070.89
1922,314714.93
1923,196381.4190559733
1924,255024.29333333336
1925,203979.62491758243
1926,355304.26
1927,134310.0114453357
1928,166386.6167787115
1929,109758.1
1930,156421.36766233767
1931,174897.37703328833
1932,173545.92448586307
1933,186070.87111111113
1934,188655.98476190475
1935,176794.62653972057
1936,194603.2105842491
1937,175417.64141853616
1938,176469.2580241508
1939,225543.75327526135
1940,172118.85884291388
1941,186607.4080952381
1942,193612.72159615383
1943,178231.21694444443
1944,352467.83
1945,310187.12
1946,149930.83580571157
1947,256345.86277472525
1948,165689.83428571429
1949,173811.99729132664
1950,172726.45956147314
1951,198254.93078850972
1952,187770.4714285714
1953,182821.97442612945
1954,177634.25726194272
1955,165611.09199447895
1956,334351.69
1957,143353.29407329977
1958,366071.34
1959,150485.08288461537
1960,111628.19898018647
1961,135719.19569474005
1962,105790.70107692308
1963,116457.52
1964,103250.33523809524
1965,175613.28456797946
1966,143853.13658855998
1967,311320.96
1968,410456.19
1969,334501.3
1970,356134.48
1971,370491.1
1972,332000.66
1973,287006.96
1974,340978.71
1975,402301.2183333334
1976,312274.12
1977,413533.4
1978,333975.79
1979,312994.74666666664
1980,250986.61352380953
1981,362903.42
1982,250271.6780952381
1983,205518.5315638332
1984,174234.21820772614
1985,249410.79321428572
1986,246321.70333333337
1987,166827.4215998329
1988,182942.15301587302
1989,173301.95581629194
1990,225038.65034920638
1991,225205.43026071964
1992,200158.90276678876
1993,177205.02457360187
1994,232841.11
